case_id,base_test_id,cluster,prompt,role,ws_state,provider_state,llm_mode,fault_mode,seed,execution_profile,requires_llm,time_budget_ms,determinism_expected,expected_outcome_yai,expected_path_yai,required_evidence_yai,expected_outcome_standalone,expected_path_standalone,required_evidence_standalone,setup_required,expected_events,persistence_expected,notes
YAIQ1-0261,YAIQ-0261,Performance & Stress,"Esegui 100 richieste PING su control.sock e riporta p50/p95/p99. (modalità read-only, nessun side-effect).",admin,closing,,off,none,1260,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,NOT_SUPPORTED,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0262,YAIQ-0262,Performance & Stress,"Esegui 100 richieste PING su control.sock e riporta p50/p95/p99. (se fallisce, includi error_code e trace_id).",unauthorized,active,,off,none,1261,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0263,YAIQ-0263,Performance & Stress,Esegui 100 richieste PING su control.sock e riporta p50/p95/p99. (includi policy_hash e authority_decision).,expired,corrupt,,off,none,1262,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0264,YAIQ-0264,Performance & Stress,Esegui 100 richieste PING su control.sock e riporta p50/p95/p99. (riporta anche spec_version e runtime_version).,expired,locked_self,,on,none,1263,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0265,YAIQ-0265,Performance & Stress,"Esegui 50 query graph semantiche e misura throughput e latenza per query. (modalità read-only, nessun side-effect).",operator,closing,,off,none,1264,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,OK,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0266,YAIQ-0266,Performance & Stress,"Esegui 50 query graph semantiche e misura throughput e latenza per query. (se fallisce, includi error_code e trace_id).",expired,none,,off,none,1265,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0267,YAIQ-0267,Performance & Stress,Esegui 50 query graph semantiche e misura throughput e latenza per query. (includi policy_hash e authority_decision).,system,locked_self,,on,none,1266,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,OK,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0268,YAIQ-0268,Performance & Stress,Esegui 50 query graph semantiche e misura throughput e latenza per query. (riporta anche spec_version e runtime_version).,admin,closing,,off,none,1267,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,OK,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0269,YAIQ-0269,Performance & Stress,"Esegui 20 provider discovery/attach (expected deny per untrusted) e misura stabilità. (modalità read-only, nessun side-effect).",unauthorized,none,,on,none,1268,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0270,YAIQ-0270,Performance & Stress,"Esegui 20 provider discovery/attach (expected deny per untrusted) e misura stabilità. (se fallisce, includi error_code e trace_id).",system,locked_other,,on,none,1269,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,OK,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0271,YAIQ-0271,Performance & Stress,Esegui 20 provider discovery/attach (expected deny per untrusted) e misura stabilità. (includi policy_hash e authority_decision).,unauthorized,none,,on,none,1270,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0272,YAIQ-0272,Performance & Stress,Esegui 20 provider discovery/attach (expected deny per untrusted) e misura stabilità. (riporta anche spec_version e runtime_version).,expired,corrupt,,on,none,1271,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0273,YAIQ-0273,Performance & Stress,"Esegui 10 cicli open/close workspace e verifica assenza di leak (socket/pid). (modalità read-only, nessun side-effect).",system,closing,,off,none,1272,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,NOT_SUPPORTED,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0274,YAIQ-0274,Performance & Stress,"Esegui 10 cicli open/close workspace e verifica assenza di leak (socket/pid). (se fallisce, includi error_code e trace_id).",operator,active,,on,none,1273,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,NOT_SUPPORTED,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0275,YAIQ-0275,Performance & Stress,Esegui 10 cicli open/close workspace e verifica assenza di leak (socket/pid). (includi policy_hash e authority_decision).,viewer,locked_other,,off,none,1274,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,NOT_SUPPORTED,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0276,YAIQ-0276,Performance & Stress,Esegui 10 cicli open/close workspace e verifica assenza di leak (socket/pid). (riporta anche spec_version e runtime_version).,unauthorized,corrupt,,on,none,1275,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,error_code;metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0277,YAIQ-0277,Performance & Stress,"Esegui 30 richieste telemetria e verifica che i risultati siano consistenti (class determinism). (modalità read-only, nessun side-effect).",expired,none,,off,none,1276,yai_only,False,20000,class,DENY_AUTH,L3;L2;L1;L2;L3,metrics;trace_id,DENY_AUTH,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0278,YAIQ-0278,Performance & Stress,"Esegui 30 richieste telemetria e verifica che i risultati siano consistenti (class determinism). (se fallisce, includi error_code e trace_id).",viewer,locked_self,,on,none,1277,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,OK,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0279,YAIQ-0279,Performance & Stress,Esegui 30 richieste telemetria e verifica che i risultati siano consistenti (class determinism). (includi policy_hash e authority_decision).,system,locked_self,,on,none,1278,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,OK,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0280,YAIQ-0280,Performance & Stress,Esegui 30 richieste telemetria e verifica che i risultati siano consistenti (class determinism). (riporta anche spec_version e runtime_version).,admin,active,,on,none,1279,yai_only,False,20000,class,OK,L3;L2;L1;L2;L3,metrics;trace_id,OK,L3,metrics;trace_id,runtime up; metrics collection enabled,audit_event;metrics,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0281,YAIQ-0281,Mind Standalone Parity,"Esegui Mind in modalità standalone: costruisci un piano per telemetria, ma marca NOT_SUPPORTED per kernel access. (modalità read-only, nessun side-effect).",viewer,active,invalid_key,on,none,1280,both,False,8000,class,OK,L3,trace_id,DEGRADED_READONLY,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0282,YAIQ-0282,Mind Standalone Parity,"Esegui Mind in modalità standalone: costruisci un piano per telemetria, ma marca NOT_SUPPORTED per kernel access. (se fallisce, includi error_code e trace_id).",system,locked_self,rate_limited,off,none,1281,both,False,8000,class,OK,L3,trace_id,OK,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0283,YAIQ-0283,Mind Standalone Parity,"Esegui Mind in modalità standalone: costruisci un piano per telemetria, ma marca NOT_SUPPORTED per kernel access. (includi policy_hash e authority_decision).",operator,none,trusted_online,off,socket_drop,1282,both,False,8000,class,DEGRADED_READONLY,L3,fault_mode;trace_id,DEGRADED_READONLY,L3,fault_mode;trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0284,YAIQ-0284,Mind Standalone Parity,"Esegui Mind in modalità standalone: costruisci un piano per telemetria, ma marca NOT_SUPPORTED per kernel access. (riporta anche spec_version e runtime_version).",admin,locked_self,trusted_offline,off,none,1283,both,False,8000,class,OK,L3,trace_id,OK,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0285,YAIQ-0285,Mind Standalone Parity,"Esegui una query graph locale (inmem/mock) e verifica schema e trace_id. (modalità read-only, nessun side-effect).",admin,active,trusted_offline,off,none,1284,both,False,8000,class,OK,L3,trace_id,OK,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0286,YAIQ-0286,Mind Standalone Parity,"Esegui una query graph locale (inmem/mock) e verifica schema e trace_id. (se fallisce, includi error_code e trace_id).",expired,none,trusted_offline,on,none,1285,both,False,8000,class,DENY_AUTH,L3,trace_id,DENY_AUTH,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0287,YAIQ-0287,Mind Standalone Parity,Esegui una query graph locale (inmem/mock) e verifica schema e trace_id. (includi policy_hash e authority_decision).,unauthorized,closing,model_missing,on,timeout,1286,both,False,25000,class,TIMEOUT,L3,fault_mode;trace_id,TIMEOUT,L3,fault_mode;trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0288,YAIQ-0288,Mind Standalone Parity,Esegui una query graph locale (inmem/mock) e verifica schema e trace_id. (riporta anche spec_version e runtime_version).,expired,locked_self,trusted_offline,on,none,1287,both,False,8000,class,DENY_AUTH,L3,trace_id,DENY_AUTH,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0289,YAIQ-0289,Mind Standalone Parity,"Esegui RAG standalone con llm=on usando provider mock: verifica audit interno e cost accounting. (modalità read-only, nessun side-effect).",system,corrupt,pair_pending,on,none,1288,both,True,15000,none,OK,L3,trace_id,OK,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0290,YAIQ-0290,Mind Standalone Parity,"Esegui RAG standalone con llm=on usando provider mock: verifica audit interno e cost accounting. (se fallisce, includi error_code e trace_id).",unauthorized,none,rate_limited,on,none,1289,both,True,15000,none,DENY_AUTH,L3,trace_id,DENY_AUTH,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0291,YAIQ-0291,Mind Standalone Parity,Esegui RAG standalone con llm=on usando provider mock: verifica audit interno e cost accounting. (includi policy_hash e authority_decision).,admin,locked_other,model_missing,on,none,1290,both,True,15000,none,OK,L3,trace_id,DEGRADED_READONLY,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0292,YAIQ-0292,Mind Standalone Parity,Esegui RAG standalone con llm=on usando provider mock: verifica audit interno e cost accounting. (riporta anche spec_version e runtime_version).,admin,locked_self,trusted_online,on,none,1291,both,True,15000,none,OK,L3,trace_id,OK,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0293,YAIQ-0293,Mind Standalone Parity,"Prova una richiesta che in YAI sarebbe DENY_AUTH: standalone deve rifiutare ma segnare 'non enforceable'. (modalità read-only, nessun side-effect).",viewer,closing,invalid_key,on,none,1292,both,False,8000,strong,DENY_AUTH,L3,error_code;trace_id,DEGRADED_READONLY,L3,trace_id,,audit_event;error,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0294,YAIQ-0294,Mind Standalone Parity,"Prova una richiesta che in YAI sarebbe DENY_AUTH: standalone deve rifiutare ma segnare 'non enforceable'. (se fallisce, includi error_code e trace_id).",expired,none,model_missing,off,none,1293,both,False,8000,strong,DENY_AUTH,L3,error_code;trace_id,DENY_AUTH,L3,trace_id,,audit_event;error,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0295,YAIQ-0295,Mind Standalone Parity,Prova una richiesta che in YAI sarebbe DENY_AUTH: standalone deve rifiutare ma segnare 'non enforceable'. (includi policy_hash e authority_decision).,system,closing,trusted_offline,off,none,1294,both,False,8000,strong,DENY_AUTH,L3,error_code;trace_id,OK,L3,trace_id,,audit_event;error,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0296,YAIQ-0296,Mind Standalone Parity,Prova una richiesta che in YAI sarebbe DENY_AUTH: standalone deve rifiutare ma segnare 'non enforceable'. (riporta anche spec_version e runtime_version).,admin,corrupt,trusted_online,off,none,1295,both,False,8000,strong,DENY_AUTH,L3,error_code;trace_id,OK,L3,trace_id,,audit_event;error,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0297,YAIQ-0297,Mind Standalone Parity,"Esegui 100 prompt standalone e verifica che non crei stati divergenti (idempotency class). (modalità read-only, nessun side-effect).",expired,locked_other,model_missing,off,none,1296,both,False,8000,class,DENY_AUTH,L3,trace_id,DENY_AUTH,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0298,YAIQ-0298,Mind Standalone Parity,"Esegui 100 prompt standalone e verifica che non crei stati divergenti (idempotency class). (se fallisce, includi error_code e trace_id).",admin,locked_other,invalid_key,on,none,1297,both,False,8000,class,OK,L3,trace_id,DEGRADED_READONLY,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0299,YAIQ-0299,Mind Standalone Parity,Esegui 100 prompt standalone e verifica che non crei stati divergenti (idempotency class). (includi policy_hash e authority_decision).,viewer,corrupt,rate_limited,off,none,1298,both,False,8000,class,OK,L3,trace_id,OK,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0300,YAIQ-0300,Mind Standalone Parity,Esegui 100 prompt standalone e verifica che non crei stati divergenti (idempotency class). (riporta anche spec_version e runtime_version).,unauthorized,corrupt,invalid_key,on,none,1299,both,False,8000,class,DENY_AUTH,L3,trace_id,DENY_AUTH,L3,trace_id,,audit_event,local_episodic,Standalone is authoritative only internally; record non-enforceable gaps explicitly.
YAIQ1-0301,YAIQ-0001,Control Plane,"Connettiti a control.sock e fai handshake role=cli. Dimmi se l'arm è attivo e qual è il workspace corrente. (modalità read-only, nessun side-effect).",expired,closing,,on,none,1300,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;trace_id,DENY_AUTH,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0302,YAIQ-0002,Control Plane,"Connettiti a control.sock e fai handshake role=cli. Dimmi se l'arm è attivo e qual è il workspace corrente. (se fallisce, includi error_code e trace_id).",expired,active,,on,oversize_payload,1301,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;fault_mode;trace_id,DENY_POLICY,L3,audit_event;error_code;fault_mode;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0303,YAIQ-0003,Control Plane,Connettiti a control.sock e fai handshake role=cli. Dimmi se l'arm è attivo e qual è il workspace corrente. (includi policy_hash e authority_decision).,expired,corrupt,,off,none,1302,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;trace_id,DENY_AUTH,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0304,YAIQ-0004,Control Plane,Connettiti a control.sock e fai handshake role=cli. Dimmi se l'arm è attivo e qual è il workspace corrente. (riporta anche spec_version e runtime_version).,viewer,locked_self,,on,none,1303,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0305,YAIQ-0005,Control Plane,"Esegui PING su control.sock e riportami RTT e trace_id. (modalità read-only, nessun side-effect).",expired,corrupt,,on,none,1304,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;trace_id,DENY_AUTH,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0306,YAIQ-0006,Control Plane,"Esegui PING su control.sock e riportami RTT e trace_id. (se fallisce, includi error_code e trace_id).",viewer,locked_self,,off,oversize_payload,1305,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;fault_mode;trace_id,DENY_POLICY,L3,audit_event;error_code;fault_mode;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0307,YAIQ-0007,Control Plane,Esegui PING su control.sock e riportami RTT e trace_id. (includi policy_hash e authority_decision).,admin,locked_other,,off,replay_id,1306,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;fault_mode;trace_id,DENY_POLICY,L3,audit_event;error_code;fault_mode;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0308,YAIQ-0008,Control Plane,Esegui PING su control.sock e riportami RTT e trace_id. (riporta anche spec_version e runtime_version).,operator,none,,off,none,1307,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0309,YAIQ-0009,Control Plane,"Chiedi a control.sock la lista dei workspace attivi e il loro stato (locked/unlocked). (modalità read-only, nessun side-effect).",unauthorized,corrupt,,on,timeout,1308,yai_only,False,25000,strong,TIMEOUT,L3;L2;L1;L2;L3,audit_event;fault_mode;trace_id,TIMEOUT,L3,audit_event;error_code;fault_mode;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0310,YAIQ-0010,Control Plane,"Chiedi a control.sock la lista dei workspace attivi e il loro stato (locked/unlocked). (se fallisce, includi error_code e trace_id).",unauthorized,active,,off,none,1309,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;trace_id,DENY_AUTH,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0311,YAIQ-0011,Control Plane,Chiedi a control.sock la lista dei workspace attivi e il loro stato (locked/unlocked). (includi policy_hash e authority_decision).,expired,closing,,on,none,1310,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;trace_id,DENY_AUTH,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0312,YAIQ-0012,Control Plane,Chiedi a control.sock la lista dei workspace attivi e il loro stato (locked/unlocked). (riporta anche spec_version e runtime_version).,admin,corrupt,,on,none,1311,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0313,YAIQ-0013,Control Plane,"Prova a inviare un comando senza session token: deve rifiutare e loggare audit. (modalità read-only, nessun side-effect).",expired,locked_other,,off,none,1312,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;error_code;trace_id,DENY_AUTH,L3,audit_event;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0314,YAIQ-0014,Control Plane,"Prova a inviare un comando senza session token: deve rifiutare e loggare audit. (se fallisce, includi error_code e trace_id).",system,active,,on,none,1313,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;error_code;trace_id,OK,L3,audit_event;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0315,YAIQ-0015,Control Plane,Prova a inviare un comando senza session token: deve rifiutare e loggare audit. (includi policy_hash e authority_decision).,admin,locked_other,,off,none,1314,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;error_code;trace_id,OK,L3,audit_event;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0316,YAIQ-0016,Control Plane,Prova a inviare un comando senza session token: deve rifiutare e loggare audit. (riporta anche spec_version e runtime_version).,unauthorized,active,,off,none,1315,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;error_code;trace_id,DENY_AUTH,L3,audit_event;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0317,YAIQ-0017,Control Plane,"Richiedi una sessione con authority insufficiente: deve rifiutare con error code coerente. (modalità read-only, nessun side-effect).",admin,closing,,off,none,1316,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;error_code;trace_id,OK,L3,audit_event;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0318,YAIQ-0018,Control Plane,"Richiedi una sessione con authority insufficiente: deve rifiutare con error code coerente. (se fallisce, includi error_code e trace_id).",operator,locked_self,,off,none,1317,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;error_code;trace_id,OK,L3,audit_event;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0319,YAIQ-0019,Control Plane,Richiedi una sessione con authority insufficiente: deve rifiutare con error code coerente. (includi policy_hash e authority_decision).,viewer,active,,on,malformed_frame,1318,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;error_code;fault_mode;trace_id,DENY_POLICY,L3,audit_event;fault_mode;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0320,YAIQ-0020,Control Plane,Richiedi una sessione con authority insufficiente: deve rifiutare con error code coerente. (riporta anche spec_version e runtime_version).,system,none,,on,none,1319,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;error_code;trace_id,OK,L3,audit_event;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0321,YAIQ-0021,Root Plane,"Connettiti a root.sock e verifica che il root plane sia online: esegui handshake e PING. (modalità read-only, nessun side-effect).",viewer,locked_self,,off,none,1320,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0322,YAIQ-0022,Root Plane,"Connettiti a root.sock e verifica che il root plane sia online: esegui handshake e PING. (se fallisce, includi error_code e trace_id).",viewer,corrupt,,off,none,1321,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0323,YAIQ-0023,Root Plane,Connettiti a root.sock e verifica che il root plane sia online: esegui handshake e PING. (includi policy_hash e authority_decision).,admin,locked_other,,on,none,1322,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0324,YAIQ-0024,Root Plane,Connettiti a root.sock e verifica che il root plane sia online: esegui handshake e PING. (riporta anche spec_version e runtime_version).,viewer,none,,on,none,1323,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0325,YAIQ-0025,Root Plane,"Richiedi a root.sock la versione runtime e la spec_version corrente (yai-specs pin). (modalità read-only, nessun side-effect).",operator,closing,,off,none,1324,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0326,YAIQ-0026,Root Plane,"Richiedi a root.sock la versione runtime e la spec_version corrente (yai-specs pin). (se fallisce, includi error_code e trace_id).",operator,locked_self,,off,none,1325,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0327,YAIQ-0027,Root Plane,Richiedi a root.sock la versione runtime e la spec_version corrente (yai-specs pin). (includi policy_hash e authority_decision).,expired,closing,,off,none,1326,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;trace_id,DENY_AUTH,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0328,YAIQ-0028,Root Plane,Richiedi a root.sock la versione runtime e la spec_version corrente (yai-specs pin). (riporta anche spec_version e runtime_version).,system,closing,,off,none,1327,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0329,YAIQ-0029,Root Plane,"Chiedi a root.sock gli ultimi 20 audit events globali (L0/L1/L2/L3 tagging). (modalità read-only, nessun side-effect).",admin,locked_other,,on,none,1328,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;trace_id,NOT_SUPPORTED,L3,audit_event;error_code;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
